id,weight,age,height,size
16423,59,32.0,157.48,L
16424,52,39.0,165.1,M
16425,65,27.0,162.56,M
16426,77,31.0,160.02,XXXL
16427,54,37.0,162.56,S
16428,99,31.0,162.56,XXXL
16429,54,32.0,162.56,S
16430,61,59.0,172.72,L
16431,56,38.0,167.64,M
16432,56,31.0,160.02,M
16433,56,34.0,165.1,S
16434,86,25.0,167.64,XXXL
16435,64,32.0,157.48,M
16436,81,36.0,185.42,XXXL
16437,58,40.0,162.56,L
16438,56,36.0,167.64,M
16439,56,34.0,160.02,M
16440,53,22.0,162.56,XXS
16441,58,33.0,165.1,L
16442,45,25.0,152.4,S
16443,83,29.0,172.72,XXXL
16444,54,33.0,152.4,M
16445,47,34.0,154.94,XXS
16446,65,51.0,172.72,L
16447,46,31.0,152.4,XXS
16448,57,47.0,170.18,S
16449,68,34.0,175.26,L
16450,58,31.0,160.02,L
16451,52,27.0,165.1,XXS
16452,48,27.0,162.56,XXS
16453,61,42.0,160.02,M
16454,58,31.0,172.72,M
16455,49,28.0,162.56,S
16456,58,29.0,167.64,M
16457,51,27.0,167.64,M
16458,50,32.0,160.02,XXS
16459,70,28.0,167.64,XXXL
16460,60,26.0,165.1,M
16461,72,30.0,172.72,XXXL
16462,58,29.0,162.56,L
16463,58,34.0,172.72,S
16464,53,33.0,160.02,S
16465,68,40.0,157.48,XXXL
16466,64,30.0,167.64,S
16467,66,46.0,170.18,XL
16468,57,30.0,175.26,M
16469,65,44.0,162.56,XXXL
16470,54,29.0,157.48,S
16471,58,35.0,167.64,M
16472,61,36.0,157.48,M
16473,57,30.0,162.56,L
16474,46,32.0,165.1,XXS
16475,47,38.0,157.48,XXS
16476,63,32.0,165.1,XL
16477,63,35.0,165.1,XL
16478,64,39.0,167.64,XL
16479,53,58.0,172.72,S
16480,61,29.0,175.26,S
16481,54,30.0,162.56,XL
16482,55,35.0,162.56,M
16483,99,37.0,180.34,XXXL
16484,63,44.0,160.02,XXXL
16485,63,31.0,167.64,S
16486,74,31.0,152.4,XXXL
16487,72,32.0,157.48,XL
16488,56,35.0,162.56,S
16489,72,21.0,175.26,XL
16490,61,43.0,177.8,M
16491,54,31.0,162.56,M
16492,58,43.0,160.02,L
16493,55,56.0,162.56,XL
16494,65,30.0,170.18,M
16495,74,29.0,170.18,XXXL
16496,49,36.0,160.02,S
16497,95,55.0,162.56,XXXL
16498,48,26.0,162.56,M
16499,56,38.0,157.48,M
16500,45,39.0,152.4,S
16501,51,27.0,157.48,S
16502,74,35.0,180.34,XXXL
16503,65,33.0,167.64,L
16504,77,40.0,170.18,XL
16505,54,34.0,170.18,M
16506,52,51.0,160.02,S
16507,53,64.0,162.56,S
16508,61,28.0,172.72,M
16509,52,34.0,157.48,L
16510,61,27.0,162.56,L
16511,79,29.0,172.72,XXXL
16512,70,37.0,175.26,XL
16513,59,33.0,160.02,L
16514,83,26.0,162.56,XXXL
16515,65,28.0,177.8,L
16516,52,27.0,167.64,XXS
16517,65,33.0,162.56,M
16518,63,42.0,170.18,M
16519,45,33.0,152.4,XXS
16520,54,32.0,172.72,L
16521,58,47.0,165.1,M
16522,56,37.0,167.64,S
16523,58,34.0,154.94,L
16524,72,24.0,180.34,L
16525,55,26.0,160.02,M
16526,56,52.0,157.48,M
16527,52,26.0,157.48,M
16528,58,35.0,162.56,M
16529,65,28.0,167.64,XL
16530,92,30.0,170.18,XXXL
16531,74,47.0,172.72,XXXL
16532,52,44.0,172.72,M
16533,67,32.0,157.48,XL
16534,61,29.0,167.64,M
16535,61,24.0,162.56,M
16536,90,28.0,182.88,XXXL
16537,61,34.0,175.26,L
16538,81,38.0,165.1,XXXL
16539,49,28.0,165.1,XXS
16540,65,41.0,162.56,L
16541,58,31.0,172.72,M
16542,67,27.0,172.72,L
16543,61,47.0,162.56,XL
16544,53,46.0,167.64,S
16545,76,32.0,170.18,XXXL
16546,86,50.0,172.72,XXXL
16547,55,35.0,165.1,S
16548,65,34.0,170.18,M
16549,56,34.0,160.02,M
16550,61,46.0,170.18,XL
16551,102,32.0,160.02,XXXL
16552,51,54.0,167.64,S
16553,68,30.0,185.42,XXXL
16554,65,35.0,172.72,L
16555,58,38.0,162.56,S
16556,79,24.0,167.64,XXXL
16557,65,37.0,180.34,L
16558,72,45.0,170.18,L
16559,72,32.0,175.26,XL
16560,70,35.0,167.64,XL
16561,65,38.0,162.56,XXXL
16562,52,31.0,157.48,XXS
16563,74,28.0,185.42,XL
16564,54,25.0,160.02,S
16565,52,39.0,160.02,S
16566,68,34.0,167.64,XL
16567,58,28.0,167.64,S
16568,61,38.0,165.1,L
16569,54,34.0,165.1,S
16570,52,30.0,162.56,S
16571,55,25.0,167.64,S
16572,58,35.0,165.1,XL
16573,56,55.0,165.1,S
16574,58,46.0,162.56,M
16575,68,49.0,180.34,XXXL
16576,56,34.0,162.56,M
16577,58,45.0,167.64,M
16578,58,35.0,167.64,L
16579,54,37.0,157.48,M
16580,65,33.0,160.02,XL
16581,54,28.0,160.02,S
16582,54,25.0,162.56,S
16583,52,31.0,162.56,S
16584,68,29.0,162.56,L
16585,54,30.0,160.02,S
16586,58,22.0,167.64,M
16587,58,36.0,165.1,S
16588,58,36.0,170.18,M
16589,70,32.0,157.48,XXXL
16590,68,29.0,175.26,XL
16591,56,25.0,157.48,M
16592,57,33.0,172.72,XXS
16593,56,28.0,170.18,S
16594,55,27.0,165.1,S
16595,61,38.0,154.94,L
16596,68,35.0,172.72,XL
16597,81,50.0,172.72,XXXL
16598,56,28.0,160.02,M
16599,58,33.0,157.48,M
16600,58,22.0,172.72,M
16601,52,30.0,170.18,XXS
16602,58,30.0,160.02,L
16603,61,40.0,167.64,XL
16604,56,23.0,152.4,S
16605,74,48.0,180.34,XXXL
16606,58,28.0,160.02,S
16607,56,30.0,167.64,S
16608,77,31.0,175.26,XXXL
16609,54,36.0,170.18,M
16610,63,31.0,172.72,L
16611,52,29.0,162.56,XXS
16612,61,31.0,162.56,M
16613,54,32.0,154.94,M
16614,72,29.0,167.64,XL
16615,68,41.0,172.72,XL
16616,63,28.0,170.18,M
16617,56,29.0,160.02,M
16618,53,54.0,160.02,M
16619,81,42.0,170.18,XXXL
16620,47,28.0,157.48,S
16621,65,40.0,170.18,XL
16622,58,37.0,172.72,M
16623,52,30.0,154.94,M
16624,54,38.0,162.56,S
16625,58,47.0,162.56,L
16626,61,32.0,167.64,XL
16627,61,29.0,162.56,XL
16628,61,34.0,172.72,M
16629,65,30.0,170.18,M
16630,86,30.0,160.02,XXXL
16631,113,34.0,180.34,XXXL
16632,60,31.0,167.64,M
16633,65,28.0,172.72,L
16634,47,34.0,157.48,XXS
16635,65,29.0,160.02,XL
16636,65,26.0,172.72,XL
16637,52,30.0,160.02,S
16638,56,26.0,162.56,S
16639,72,33.0,170.18,XL
16640,56,29.0,160.02,M
16641,54,26.0,160.02,S
16642,56,40.0,175.26,M
16643,58,29.0,167.64,M
16644,56,30.0,167.64,M
16645,61,18.0,170.18,M
16646,70,32.0,162.56,XXXL
16647,58,35.0,167.64,M
16648,56,27.0,154.94,S
16649,58,37.0,152.4,M
16650,64,29.0,170.18,L
16651,56,32.0,165.1,S
16652,56,30.0,162.56,L
16653,58,37.0,167.64,S
16654,58,57.0,160.02,L
16655,54,46.0,160.02,M
16656,58,32.0,157.48,XXS
16657,97,49.0,170.18,XXXL
16658,82,28.0,170.18,XXXL
16659,56,24.0,160.02,S
16660,49,48.0,157.48,M
16661,68,42.0,167.64,XL
16662,77,42.0,170.18,XXXL
16663,48,28.0,157.48,XXS
16664,49,31.0,160.02,XXS
16665,58,42.0,172.72,XL
16666,63,33.0,162.56,L
16667,70,44.0,172.72,XL
16668,61,36.0,167.64,L
16669,63,29.0,157.48,L
16670,56,37.0,162.56,M
16671,54,24.0,160.02,S
16672,62,31.0,160.02,M
16673,56,32.0,170.18,S
16674,58,32.0,172.72,XXS
16675,63,34.0,160.02,XL
16676,64,28.0,177.8,XL
16677,74,46.0,170.18,XXXL
16678,71,33.0,157.48,XL
16679,63,33.0,175.26,M
16680,86,54.0,157.48,XXXL
16681,54,28.0,165.1,S
16682,63,31.0,160.02,L
16683,70,37.0,162.56,XXXL
16684,62,29.0,157.48,L
16685,63,32.0,175.26,M
16686,65,34.0,165.1,XXXL
16687,63,31.0,170.18,L
16688,72,44.0,160.02,XXXL
16689,72,32.0,185.42,XL
16690,70,36.0,162.56,XXXL
16691,56,30.0,170.18,M
16692,62,51.0,170.18,L
16693,72,46.0,154.94,XXXL
16694,63,30.0,157.48,XL
16695,77,53.0,167.64,XXXL
16696,52,30.0,165.1,XXS
16697,98,37.0,162.56,XXXL
16698,63,26.0,165.1,XL
16699,70,38.0,175.26,XXXL
16700,65,31.0,167.64,L
16701,68,31.0,162.56,XXXL
16702,70,28.0,167.64,XL
16703,68,37.0,165.1,XL
16704,58,32.0,167.64,M
16705,68,25.0,175.26,XL
16706,56,30.0,162.56,S
16707,63,30.0,172.72,S
16708,61,35.0,160.02,L
16709,61,54.0,177.8,XL
16710,58,27.0,172.72,S
16711,56,28.0,165.1,M
16712,58,25.0,170.18,XXS
16713,72,24.0,162.56,XL
16714,58,36.0,170.18,XL
16715,53,47.0,165.1,M
16716,61,30.0,172.72,M
16717,67,31.0,162.56,L
16718,62,35.0,167.64,L
16719,49,39.0,167.64,XXS
16720,68,34.0,170.18,XL
16721,51,60.0,152.4,XL
16722,61,30.0,160.02,XL
16723,68,29.0,172.72,XL
16724,56,35.0,160.02,M
16725,52,29.0,160.02,S
16726,72,31.0,162.56,XL
16727,56,32.0,160.02,S
16728,74,39.0,167.64,XXXL
16729,58,49.0,170.18,M
16730,57,35.0,157.48,XL
16731,77,33.0,170.18,XXXL
16732,52,32.0,157.48,XXS
16733,49,34.0,162.56,M
16734,58,35.0,157.48,M
16735,80,31.0,170.18,XXXL
16736,62,35.0,167.64,L
16737,62,,157.48,M
16738,70,29.0,170.18,XL
16739,54,47.0,165.1,S
16740,66,26.0,170.18,XL
16741,51,30.0,167.64,XXS
16742,61,31.0,167.64,M
16743,61,41.0,162.56,L
16744,75,40.0,175.26,XL
16745,83,58.0,152.4,XXXL
16746,58,26.0,170.18,M
16747,57,37.0,170.18,M
16748,65,29.0,180.34,L
16749,62,31.0,157.48,M
16750,63,34.0,160.02,M
16751,61,22.0,172.72,M
16752,63,32.0,177.8,M
16753,61,25.0,175.26,S
16754,54,30.0,175.26,S
16755,63,32.0,165.1,XL
16756,58,32.0,165.1,L
16757,58,37.0,157.48,M
16758,65,32.0,172.72,XL
16759,61,29.0,160.02,L
16760,70,31.0,180.34,L
16761,58,36.0,160.02,M
16762,58,31.0,157.48,M
16763,56,32.0,160.02,M
16764,120,41.0,170.18,XXXL
16765,49,39.0,167.64,XXS
16766,61,26.0,170.18,L
16767,61,39.0,170.18,L
16768,53,29.0,165.1,S
16769,55,36.0,162.56,XL
16770,51,27.0,162.56,M
16771,54,46.0,160.02,M
16772,67,35.0,157.48,XXXL
16773,68,41.0,160.02,XXXL
16774,63,35.0,167.64,XL
16775,56,30.0,165.1,XXS
16776,56,33.0,167.64,M
16777,54,25.0,160.02,M
16778,45,25.0,157.48,XXS
16779,74,55.0,170.18,XXXL
16780,56,18.0,157.48,M
16781,56,29.0,157.48,S
16782,65,28.0,162.56,XL
16783,83,32.0,170.18,XXXL
16784,88,51.0,170.18,XXXL
16785,54,28.0,170.18,S
16786,54,40.0,162.56,M
16787,86,53.0,165.1,XXXL
16788,72,36.0,177.8,XXXL
16789,56,40.0,157.48,S
16790,59,32.0,162.56,XL
16791,58,36.0,160.02,M
16792,42,22.0,152.4,XXS
16793,56,31.0,160.02,M
16794,74,33.0,177.8,XL
16795,62,37.0,160.02,M
16796,61,30.0,170.18,M
16797,54,24.0,157.48,S
16798,58,28.0,165.1,M
16799,68,20.0,180.34,XL
16800,52,30.0,157.48,S
16801,53,30.0,157.48,S
16802,68,27.0,172.72,XL
16803,55,26.0,170.18,S
16804,61,27.0,165.1,M
16805,54,32.0,157.48,XXS
16806,58,50.0,165.1,M
16807,70,31.0,170.18,L
16808,61,28.0,175.26,M
16809,55,35.0,162.56,M
16810,65,31.0,162.56,XXXL
16811,58,50.0,165.1,M
16812,48,31.0,154.94,S
16813,47,26.0,157.48,S
16814,68,40.0,170.18,XL
16815,71,35.0,170.18,XXXL
16816,68,35.0,165.1,XL
16817,54,31.0,182.88,M
16818,58,35.0,162.56,M
16819,56,31.0,172.72,S
16820,72,34.0,172.72,XL
16821,63,26.0,170.18,L
16822,57,29.0,154.94,M
16823,48,36.0,160.02,S
16824,54,35.0,149.86,M
16825,52,35.0,167.64,M
16826,55,29.0,162.56,M
16827,118,29.0,162.56,XXXL
16828,53,31.0,160.02,S
16829,54,30.0,154.94,M
16830,70,32.0,162.56,XL
16831,58,28.0,170.18,L
16832,48,36.0,162.56,XXS
16833,58,35.0,167.64,L
16834,72,26.0,167.64,XXXL
16835,58,49.0,157.48,XL
16836,57,54.0,160.02,M
16837,53,41.0,162.56,M
16838,54,59.0,167.64,L
16839,54,46.0,165.1,M
16840,73,37.0,170.18,XXXL
16841,70,46.0,175.26,XL
16842,77,31.0,172.72,XXXL
16843,65,46.0,172.72,XL
16844,52,26.0,154.94,L
16845,58,32.0,170.18,S
16846,70,28.0,172.72,L
16847,53,26.0,167.64,M
16848,58,40.0,175.26,M
16849,47,27.0,162.56,XXS
16850,68,37.0,172.72,XL
16851,58,31.0,157.48,L
16852,49,30.0,157.48,XXS
16853,77,29.0,165.1,XXXL
16854,62,33.0,157.48,L
16855,58,37.0,170.18,M
16856,72,38.0,175.26,XL
16857,65,26.0,165.1,XL
16858,49,33.0,175.26,XXS
16859,58,25.0,167.64,XL
16860,58,31.0,162.56,S
16861,72,22.0,167.64,L
16862,52,34.0,165.1,S
16863,72,38.0,172.72,XL
16864,48,43.0,157.48,S
16865,56,36.0,154.94,M
16866,48,45.0,162.56,S
16867,52,28.0,154.94,S
16868,70,31.0,160.02,XL
16869,63,25.0,172.72,M
16870,61,32.0,160.02,XL
16871,58,24.0,175.26,S
16872,61,28.0,162.56,M
16873,61,27.0,162.56,M
16874,52,20.0,170.18,XXS
16875,65,35.0,165.1,L
16876,56,38.0,167.64,M
16877,104,34.0,162.56,XXXL
16878,77,50.0,167.64,XXXL
16879,61,48.0,172.72,XL
16880,61,32.0,165.1,S
16881,58,27.0,162.56,M
16882,74,30.0,160.02,XXXL
16883,77,21.0,165.1,XXXL
16884,68,30.0,167.64,M
16885,69,36.0,175.26,XL
16886,65,29.0,170.18,XL
16887,61,35.0,170.18,S
16888,79,50.0,172.72,XL
16889,54,36.0,162.56,M
16890,52,30.0,157.48,S
16891,56,36.0,162.56,M
16892,70,30.0,177.8,M
16893,65,30.0,165.1,M
16894,54,27.0,167.64,S
16895,63,42.0,152.4,L
16896,58,31.0,160.02,M
16897,54,42.0,167.64,M
16898,86,53.0,165.1,XXXL
16899,54,37.0,157.48,M
16900,113,29.0,177.8,XXXL
16901,65,30.0,177.8,M
16902,69,50.0,160.02,XXXL
16903,52,18.0,152.4,S
16904,63,30.0,165.1,M
16905,68,37.0,175.26,L
16906,61,44.0,175.26,L
16907,63,21.0,170.18,L
16908,90,34.0,167.64,XXXL
16909,58,30.0,157.48,M
16910,72,25.0,162.56,XL
16911,63,32.0,172.72,M
16912,72,35.0,170.18,XXXL
16913,65,48.0,167.64,XL
16914,63,42.0,165.1,XL
16915,72,30.0,175.26,XXXL
16916,58,36.0,170.18,M
16917,49,52.0,149.86,M
16918,81,39.0,175.26,XXXL
16919,49,28.0,160.02,S
16920,56,31.0,160.02,M
16921,63,49.0,157.48,XL
16922,63,30.0,167.64,M
16923,58,29.0,172.72,M
16924,52,35.0,157.48,S
16925,63,41.0,167.64,XL
16926,59,32.0,162.56,XL
16927,61,26.0,154.94,XL
16928,68,31.0,165.1,XL
16929,52,41.0,162.56,XXS
16930,50,36.0,157.48,M
16931,63,27.0,170.18,XL
16932,52,38.0,165.1,XXS
16933,59,31.0,177.8,XXXL
16934,63,27.0,175.26,XL
16935,61,29.0,162.56,L
16936,61,35.0,167.64,M
16937,63,40.0,172.72,L
16938,72,34.0,177.8,XL
16939,56,26.0,165.1,M
16940,65,32.0,170.18,XXXL
16941,56,29.0,157.48,S
16942,53,32.0,170.18,XXS
16943,77,,160.02,XXXL
16944,58,23.0,160.02,S
16945,53,40.0,162.56,S
16946,68,35.0,172.72,M
16947,65,20.0,157.48,XL
16948,72,31.0,167.64,S
16949,61,31.0,170.18,M
16950,58,65.0,170.18,XL
16951,61,34.0,160.02,XL
16952,88,33.0,185.42,XXXL
16953,65,31.0,157.48,XXXL
16954,56,28.0,162.56,M
16955,58,33.0,157.48,M
16956,63,27.0,175.26,L
16957,45,57.0,157.48,S
16958,76,36.0,175.26,XXXL
16959,65,36.0,162.56,XL
16960,50,32.0,157.48,S
16961,86,42.0,167.64,XXXL
16962,72,24.0,165.1,XL
16963,63,39.0,170.18,L
16964,58,27.0,170.18,M
16965,63,31.0,162.56,XL
16966,53,32.0,170.18,M
16967,72,29.0,177.8,XL
16968,51,25.0,157.48,S
16969,65,33.0,167.64,XL
16970,56,28.0,167.64,S
16971,49,25.0,162.56,XXS
16972,54,33.0,180.34,M
16973,65,49.0,177.8,XXXL
16974,65,36.0,165.1,L
16975,47,32.0,157.48,S
16976,58,44.0,170.18,M
16977,53,30.0,167.64,S
16978,56,25.0,167.64,S
16979,54,25.0,157.48,XXS
16980,51,31.0,154.94,XXS
16981,58,28.0,165.1,L
16982,56,25.0,172.72,XXS
16983,65,30.0,162.56,XL
16984,61,35.0,167.64,M
16985,49,39.0,160.02,S
16986,61,35.0,172.72,M
16987,52,21.0,160.02,XXS
16988,54,29.0,165.1,M
16989,77,28.0,162.56,XXXL
16990,52,27.0,165.1,S
16991,58,23.0,180.34,S
16992,64,31.0,175.26,L
16993,65,37.0,175.26,L
16994,65,31.0,170.18,XL
16995,70,36.0,167.64,XL
16996,62,30.0,167.64,M
16997,52,40.0,172.72,S
16998,63,30.0,152.4,M
16999,81,21.0,170.18,XXXL
17000,79,48.0,165.1,XXXL
17001,74,54.0,172.72,XXXL
17002,48,53.0,160.02,S
17003,58,35.0,167.64,M
17004,63,29.0,182.88,M
17005,68,53.0,175.26,XL
17006,59,29.0,162.56,L
17007,54,31.0,165.1,M
17008,45,28.0,154.94,XXS
17009,74,30.0,167.64,XXXL
17010,68,50.0,160.02,XXXL
17011,61,36.0,160.02,L
17012,72,35.0,167.64,XXXL
17013,65,32.0,165.1,XL
17014,56,41.0,160.02,XXS
17015,74,55.0,180.34,XL
17016,52,28.0,162.56,XXS
17017,54,34.0,162.56,M
17018,50,41.0,160.02,S
17019,61,37.0,172.72,M
17020,64,27.0,180.34,M
17021,54,30.0,,S
17022,61,38.0,160.02,M
17023,65,29.0,177.8,M
17024,61,29.0,170.18,M
17025,58,40.0,157.48,XXXL
17026,56,29.0,170.18,S
17027,62,33.0,160.02,M
17028,53,27.0,160.02,S
17029,58,40.0,162.56,L
17030,68,45.0,167.64,XXXL
17031,58,28.0,160.02,L
17032,58,45.0,170.18,M
17033,46,25.0,157.48,XXS
17034,65,39.0,165.1,XL
17035,61,30.0,167.64,S
17036,97,43.0,162.56,XXXL
17037,54,31.0,165.1,S
17038,61,32.0,172.72,L
17039,57,58.0,165.1,M
17040,72,27.0,160.02,XXXL
17041,54,53.0,170.18,S
17042,61,43.0,170.18,M
17043,56,33.0,160.02,S
17044,58,34.0,165.1,M
17045,63,33.0,160.02,XL
17046,58,38.0,167.64,M
17047,61,30.0,172.72,M
17048,58,43.0,165.1,L
17049,61,19.0,162.56,L
17050,79,27.0,170.18,XXXL
17051,52,27.0,165.1,S
17052,62,28.0,167.64,XL
17053,58,34.0,175.26,S
17054,61,45.0,154.94,XL
17055,56,38.0,167.64,S
17056,68,30.0,162.56,L
17057,41,33.0,149.86,XXS
17058,70,38.0,162.56,XL
17059,54,20.0,167.64,S
17060,65,38.0,157.48,XXXL
17061,63,41.0,165.1,M
17062,81,33.0,170.18,XXXL
17063,59,25.0,175.26,M
17064,47,59.0,154.94,XXS
17065,46,44.0,160.02,S
17066,68,33.0,162.56,XL
17067,74,48.0,170.18,XXXL
17068,58,51.0,165.1,M
17069,49,22.0,157.48,XXS
17070,61,29.0,175.26,M
17071,61,43.0,162.56,L
17072,56,29.0,165.1,S
17073,74,39.0,167.64,XXXL
17074,65,47.0,170.18,XL
17075,52,29.0,160.02,XXS
17076,104,25.0,187.96,XXXL
17077,68,30.0,167.64,XXXL
17078,48,34.0,157.48,XXS
17079,53,26.0,172.72,S
17080,65,34.0,165.1,L
17081,54,29.0,157.48,M
17082,54,29.0,162.56,M
17083,58,33.0,172.72,M
17084,49,22.0,160.02,XXS
17085,79,30.0,160.02,XXXL
17086,52,37.0,162.56,S
17087,65,38.0,154.94,XXXL
17088,65,38.0,170.18,L
17089,48,28.0,160.02,XXS
17090,63,32.0,162.56,L
17091,86,58.0,165.1,XXXL
17092,61,39.0,165.1,L
17093,77,33.0,175.26,XXXL
17094,63,35.0,172.72,M
17095,58,28.0,167.64,M
17096,58,30.0,160.02,M
17097,59,43.0,162.56,L
17098,49,31.0,162.56,XXS
17099,68,31.0,165.1,XXXL
17100,52,29.0,162.56,XXS
17101,58,33.0,157.48,M
17102,58,29.0,162.56,S
17103,57,26.0,160.02,L
17104,63,31.0,157.48,XL
17105,56,39.0,170.18,S
17106,54,22.0,162.56,S
17107,72,27.0,167.64,XXXL
17108,61,28.0,162.56,M
17109,68,31.0,175.26,L
17110,89,39.0,172.72,XXXL
17111,51,34.0,157.48,S
17112,65,32.0,162.56,XL
17113,65,31.0,165.1,L
17114,82,28.0,175.26,XL
17115,63,31.0,165.1,M
17116,56,32.0,167.64,XXS
17117,65,31.0,175.26,XL
17118,58,32.0,167.64,S
17119,58,36.0,170.18,M
17120,56,33.0,165.1,S
17121,61,48.0,172.72,XL
17122,77,26.0,175.26,XXXL
17123,63,38.0,160.02,XL
17124,56,34.0,162.56,L
17125,49,27.0,165.1,XXS
17126,61,35.0,170.18,M
17127,65,47.0,175.26,XXXL
17128,57,32.0,170.18,XXS
17129,54,25.0,160.02,S
17130,65,45.0,162.56,XL
17131,56,29.0,157.48,S
17132,76,30.0,180.34,XXXL
17133,50,31.0,157.48,M
17134,72,31.0,175.26,XXXL
17135,56,28.0,167.64,M
17136,55,34.0,167.64,XXS
17137,95,29.0,167.64,XXXL
17138,58,29.0,167.64,M
17139,68,48.0,180.34,XL
17140,61,27.0,170.18,L
17141,49,28.0,170.18,XXS
17142,79,32.0,170.18,XXXL
17143,54,24.0,160.02,M
17144,72,28.0,165.1,XXXL
17145,50,25.0,165.1,S
17146,56,47.0,175.26,L
17147,58,28.0,165.1,S
17148,61,20.0,165.1,M
17149,55,28.0,157.48,M
17150,56,33.0,162.56,M
17151,55,34.0,160.02,S
17152,63,33.0,160.02,L
17153,57,37.0,160.02,M
17154,63,31.0,172.72,XL
17155,61,46.0,157.48,XL
17156,79,28.0,162.56,XXXL
17157,63,28.0,162.56,XXXL
17158,58,41.0,157.48,M
17159,52,31.0,160.02,XXS
17160,52,35.0,149.86,XXS
17161,48,41.0,149.86,S
17162,81,37.0,175.26,XL
17163,61,29.0,180.34,M
17164,56,28.0,170.18,S
17165,79,40.0,177.8,XXXL
17166,70,30.0,154.94,XXXL
17167,65,33.0,167.64,XXXL
17168,61,33.0,165.1,L
17169,62,27.0,170.18,M
17170,61,20.0,170.18,S
17171,70,31.0,162.56,XL
17172,81,30.0,165.1,XXXL
17173,58,63.0,165.1,XL
17174,58,29.0,167.64,M
17175,62,30.0,157.48,M
17176,72,35.0,157.48,XXXL
17177,58,41.0,162.56,M
17178,58,,157.48,M
17179,70,27.0,170.18,L
17180,58,32.0,175.26,M
17181,53,27.0,167.64,XXS
17182,56,30.0,165.1,S
17183,56,30.0,160.02,S
17184,54,49.0,162.56,S
17185,58,31.0,170.18,S
17186,63,35.0,167.64,XL
17187,52,28.0,154.94,S
17188,58,32.0,,M
17189,61,29.0,177.8,M
17190,61,35.0,177.8,M
17191,72,56.0,165.1,XXXL
17192,52,38.0,167.64,S
17193,68,47.0,175.26,XL
17194,61,31.0,170.18,L
17195,62,27.0,162.56,L
17196,61,32.0,160.02,L
17197,65,28.0,165.1,L
17198,49,26.0,160.02,XXS
17199,56,42.0,165.1,S
17200,54,38.0,154.94,L
17201,55,35.0,167.64,S
17202,57,38.0,157.48,M
17203,62,53.0,170.18,XL
17204,53,41.0,162.56,S
17205,90,30.0,160.02,XXXL
17206,45,22.0,157.48,XXS
17207,49,26.0,157.48,S
17208,58,36.0,167.64,L
17209,61,28.0,170.18,M
17210,49,27.0,160.02,XXS
17211,58,29.0,170.18,S
17212,54,59.0,160.02,M
17213,61,24.0,170.18,M
17214,45,44.0,152.4,XXS
17215,56,34.0,157.48,M
17216,63,27.0,167.64,S
17217,77,29.0,170.18,XXXL
17218,52,30.0,167.64,S
17219,77,29.0,162.56,XL
17220,58,26.0,162.56,S
17221,57,32.0,160.02,S
17222,59,41.0,167.64,S
17223,61,45.0,162.56,L
17224,58,27.0,170.18,M
17225,65,26.0,172.72,M
17226,77,43.0,165.1,XXXL
17227,68,32.0,172.72,XL
17228,58,39.0,162.56,L
17229,63,33.0,172.72,M
17230,56,37.0,162.56,M
17231,49,,157.48,S
17232,58,25.0,160.02,S
17233,52,34.0,157.48,S
17234,63,31.0,170.18,M
17235,68,26.0,165.1,XL
17236,54,26.0,160.02,S
17237,53,33.0,157.48,M
17238,50,31.0,170.18,XXS
17239,54,31.0,162.56,S
17240,68,36.0,152.4,XXXL
17241,70,30.0,167.64,XL
17242,65,33.0,160.02,XL
17243,70,33.0,167.64,XL
17244,53,16.0,172.72,S
17245,58,33.0,172.72,M
17246,52,36.0,162.56,S
17247,56,40.0,167.64,S
17248,63,35.0,172.72,L
17249,54,32.0,167.64,XXS
17250,62,68.0,175.26,XL
17251,90,29.0,170.18,XXXL
17252,68,32.0,167.64,XL
17253,62,30.0,162.56,M
17254,74,30.0,172.72,XL
17255,77,26.0,175.26,XXXL
17256,68,37.0,185.42,L
17257,52,43.0,167.64,M
17258,63,35.0,165.1,L
17259,55,26.0,170.18,M
17260,52,40.0,157.48,XXS
17261,104,42.0,162.56,XXXL
17262,63,32.0,165.1,XL
17263,58,26.0,170.18,XL
17264,68,24.0,167.64,L
17265,55,30.0,165.1,M
17266,56,36.0,167.64,S
17267,58,46.0,160.02,M
17268,72,31.0,167.64,L
17269,52,40.0,157.48,S
17270,63,38.0,172.72,L
17271,62,28.0,160.02,M
17272,63,26.0,162.56,XL
17273,54,26.0,157.48,S
17274,81,44.0,167.64,XXXL
17275,70,28.0,172.72,L
17276,47,40.0,157.48,XXS
17277,61,33.0,170.18,L
17278,52,44.0,154.94,S
17279,65,35.0,157.48,XL
17280,58,52.0,157.48,L
17281,48,47.0,162.56,S
17282,72,32.0,162.56,XXXL
17283,58,40.0,167.64,M
17284,79,43.0,167.64,XXXL
17285,81,40.0,175.26,XXXL
17286,49,37.0,157.48,S
17287,79,60.0,172.72,XXXL
17288,53,33.0,162.56,XXS
17289,48,37.0,160.02,XXS
17290,54,36.0,162.56,S
17291,59,34.0,167.64,M
17292,56,60.0,167.64,M
17293,58,30.0,170.18,XL
17294,49,32.0,162.56,XXS
17295,65,48.0,167.64,XXXL
17296,52,31.0,165.1,XXS
17297,47,35.0,162.56,S
17298,54,30.0,167.64,XXS
17299,55,26.0,170.18,XXS
17300,65,29.0,170.18,L
17301,75,36.0,172.72,XL
17302,74,31.0,177.8,XXXL
17303,61,28.0,162.56,M
17304,63,26.0,162.56,L
17305,52,30.0,162.56,S
17306,56,34.0,172.72,S
17307,68,29.0,157.48,XXXL
